"","X","rank","player","points","date","year","month","right_hand","age","birthdate","first_name","last_name","countries","countries_iso","continent","obs.by.player","rank_log","obs.by.age","average.rank.by.age","age_28","age_2.8","age_28sq","age_2.8sq","average.rank.by.player","predicted.rank.final.model"
"6142",20000,488,105062,55,"6/11/2007",2007,6,1,20,"12/26/1987","Mikhail","Kukushkin","KAZ","KAZ","AS",14,2.68841982200271,2697,2.91687138242638,-8,-0.8,64,0.64,2.18171946813781,2.60212687734796
"6143",20001,150,105062,297,"10/27/2008",2008,10,1,21,"12/26/1987","Mikhail","Kukushkin","KAZ","KAZ","AS",14,2.17609125905568,2863,2.86742098304593,-7,-0.7,49,0.49,2.18171946813781,2.41234361477321
"6144",20002,159,105062,420,"7/27/2009",2009,7,1,22,"12/26/1987","Mikhail","Kukushkin","KAZ","KAZ","AS",14,2.20139712432045,2915,2.82799176991356,-6,-0.6,36,0.36,2.18171946813781,2.24940682304821
"6145",20003,114,105062,442,"6/28/2010",2010,6,1,23,"12/26/1987","Mikhail","Kukushkin","KAZ","KAZ","AS",14,2.05690485133647,2827,2.79424661059169,-5,-0.5,25,0.25,2.18171946813781,2.11331650217299
"6146",20004,63,105062,791,"2/28/2011",2011,2,1,24,"12/26/1987","Mikhail","Kukushkin","KAZ","KAZ","AS",14,1.79934054945358,2635,2.75029900352051,-4,-0.4,16,0.16,2.18171946813781,2.00407265214753
"6147",20005,69,105062,660,"7/30/2012",2012,7,1,25,"12/26/1987","Mikhail","Kukushkin","KAZ","KAZ","AS",14,1.83884909073726,2419,2.72126118487531,-3,-0.3,9,0.09,2.18171946813781,1.92167527297185
"6148",20006,156,105062,346,"2/18/2013",2013,2,1,26,"12/26/1987","Mikhail","Kukushkin","KAZ","KAZ","AS",14,2.19312459835446,2132,2.69098626796801,-2,-0.2,4,0.04,2.18171946813781,1.86612436464592
"6149",20007,59,105062,825,"4/28/2014",2014,4,1,27,"12/26/1987","Mikhail","Kukushkin","KAZ","KAZ","AS",14,1.77085201164214,1812,2.66035581663426,-1,-0.1,1,0.01,2.18171946813781,1.83741992716977
"6150",20008,58,105062,812,"7/20/2015",2015,7,1,28,"12/26/1987","Mikhail","Kukushkin","KAZ","KAZ","AS",14,1.76342799356294,1525,2.6489440291467,0,0,0,0,2.18171946813781,1.83556196054338
"6151",20009,86,105062,623,"5/2/2016",2016,5,1,29,"12/26/1987","Mikhail","Kukushkin","KAZ","KAZ","AS",14,1.93449845124357,1256,2.65461906279284,1,0.1,1,0.01,2.18171946813781,1.86055046476676
"6152",20010,85,105062,630,"5/29/2017",2017,5,1,30,"12/26/1987","Mikhail","Kukushkin","KAZ","KAZ","AS",14,1.92941892571429,989,2.64767086582772,2,0.2,4,0.04,2.18171946813781,1.91238543983991
"6153",20011,84,105062,686,"10/1/2018",2018,10,1,31,"12/26/1987","Mikhail","Kukushkin","KAZ","KAZ","AS",14,1.92427928606188,757,2.63472150560954,3,0.3,9,0.09,2.18171946813781,1.99106688576282
"6154",20012,1100,105063,5,"12/27/2004",2004,12,0,17,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,3.04139268515822,999,3.11183573970775,-11,-1.1,121,1.21,2.5378041102625,3.13058175559439
"6155",20013,1075,105063,6,"6/27/2005",2005,6,0,18,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,3.03140846425162,1792,3.06545833846481,-10,-1,100,1,2.5378041102625,2.97973982851432
"6156",20014,725,105063,22,"6/26/2006",2006,6,0,19,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.86033800657099,2343,2.98296877912089,-9,-0.9,81,0.81,2.5378041102625,2.84411360803584
"6157",20015,569,105063,38,"8/20/2007",2007,8,0,20,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.75511226639507,2697,2.91687138242638,-8,-0.8,64,0.64,2.5378041102625,2.72370309415896
"6158",20016,366,105063,91,"3/31/2008",2008,3,0,21,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.56348108539441,2863,2.86742098304593,-7,-0.7,49,0.49,2.5378041102625,2.61850828688367
"6159",20017,261,105063,245,"6/29/2009",2009,6,0,22,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.41664050733828,2915,2.82799176991356,-6,-0.6,36,0.36,2.5378041102625,2.52852918620997
"6160",20018,292,105063,154,"12/6/2010",2010,12,0,23,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.46538285144842,2827,2.79424661059169,-5,-0.5,25,0.25,2.5378041102625,2.45376579213786
"6161",20019,270,105063,178,"5/16/2011",2011,5,0,24,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.43136376415899,2635,2.75029900352051,-4,-0.4,16,0.16,2.5378041102625,2.39421810466735
"6162",20020,346,105063,124,"6/11/2012",2012,6,0,25,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.53907609879278,2419,2.72126118487531,-3,-0.3,9,0.09,2.5378041102625,2.34988612379844
"6163",20021,278,105063,164,"5/20/2013",2013,5,0,26,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.44404479591808,2132,2.69098626796801,-2,-0.2,4,0.04,2.5378041102625,2.32076984953111
"6164",20022,180,105063,281,"12/15/2014",2014,12,0,27,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.25527250510331,1812,2.66035581663426,-1,-0.1,1,0.01,2.5378041102625,2.30686928186538
"6165",20023,168,105063,304,"7/13/2015",2015,7,0,28,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.22530928172586,1525,2.6489440291467,0,0,0,0,2.5378041102625,2.30818442080124
"6166",20024,214,105063,251,"6/20/2016",2016,6,0,29,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.33041377334919,1256,2.65461906279284,1,0.1,1,0.01,2.5378041102625,2.3247152663387
"6167",20025,243,105063,211,"5/1/2017",2017,5,0,30,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.38560627359831,989,2.64767086582772,2,0.2,4,0.04,2.5378041102625,2.35646181847775
"6168",20026,210,105063,274,"7/16/2018",2018,7,0,31,"12/27/1987","Andrea","Arnaboldi","ITA","ITA","EU",15,2.32221929473392,757,2.63472150560954,3,0.3,9,0.09,2.5378041102625,2.40342407721839
"6169",20027,1416,105064,1,"9/27/2004",2004,9,0,17,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,3.15106325335375,999,3.11183573970775,-11,-1.1,121,1.21,2.12230279536927,3.29121111388895
"6170",20028,1347,105064,2,"1/10/2005",2005,1,0,18,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,3.12936759572299,1792,3.06545833846481,-10,-1,100,1,2.12230279536927,2.94147812701259
"6171",20029,828,105064,16,"7/24/2006",2006,7,0,19,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,2.91803033678488,2343,2.98296877912089,-9,-0.9,81,0.81,2.12230279536927,2.63388902159217
"6172",20030,443,105064,67,"7/9/2007",2007,7,0,20,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,2.64640372622307,2697,2.91687138242638,-8,-0.8,64,0.64,2.12230279536927,2.3684437976277
"6173",20031,85,105064,508,"11/24/2008",2008,11,0,21,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,1.92941892571429,2863,2.86742098304593,-7,-0.7,49,0.49,2.12230279536927,2.14514245511917
"6174",20032,69,105064,813,"9/7/2009",2009,9,0,22,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,1.83884909073726,2915,2.82799176991356,-6,-0.6,36,0.36,2.12230279536927,1.96398499406658
"6175",20033,28,105064,1480,"8/30/2010",2010,8,0,23,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,1.44715803134222,2827,2.79424661059169,-5,-0.5,25,0.25,2.12230279536927,1.82497141446993
"6176",20034,35,105064,1180,"8/29/2011",2011,8,0,24,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,1.54406804435028,2635,2.75029900352051,-4,-0.4,16,0.16,2.12230279536927,1.72810171632923
"6177",20035,40,105064,967,"8/20/2012",2012,8,0,25,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,1.60205999132796,2419,2.72126118487531,-3,-0.3,9,0.09,2.12230279536927,1.67337589964447
"6178",20036,112,105064,495,"8/12/2013",2013,8,0,26,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,2.04921802267018,2132,2.69098626796801,-2,-0.2,4,0.04,2.12230279536927,1.66079396441566
"6179",20037,91,105064,601,"7/7/2014",2014,7,0,27,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,1.95904139232109,1812,2.66035581663426,-1,-0.1,1,0.01,2.12230279536927,1.69035591064278
"6180",20038,40,105064,1080,"11/2/2015",2015,11,0,28,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,1.60205999132796,1525,2.6489440291467,0,0,0,0,2.12230279536927,1.76206173832585
"6181",20039,57,105064,825,"5/23/2016",2016,5,0,29,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,1.75587485567249,1256,2.65461906279284,1,0.1,1,0.01,2.12230279536927,1.87591144746487
"6182",20040,74,105064,682,"8/14/2017",2017,8,0,30,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,1.86923171973098,989,2.64767086582772,2,0.2,4,0.04,2.12230279536927,2.03190503805982
"6183",20041,247,105064,219,"11/19/2018",2018,11,0,31,"12/30/1987","Thomaz","Bellucci","BRA","BRA","SA",15,2.39269695325967,757,2.63472150560954,3,0.3,9,0.09,2.12230279536927,2.23004251011072
"6184",20042,1189,105065,3,"12/13/2004",2004,12,1,17,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,3.07518185461869,999,3.11183573970775,-11,-1.1,121,1.21,2.4142143508492,3.21404933066468
"6185",20043,1155,105065,4,"5/23/2005",2005,5,1,18,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,3.06258198422816,1792,3.06545833846481,-10,-1,100,1,2.4142143508492,3.02090526998881
"6186",20044,606,105065,36,"8/14/2006",2006,8,1,19,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,2.78247262416629,2343,2.98296877912089,-9,-0.9,81,0.81,2.4142143508492,2.84593796510418
"6187",20045,703,105065,23,"6/4/2007",2007,6,1,20,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,2.84695532501982,2697,2.91687138242638,-8,-0.8,64,0.64,2.4142143508492,2.68914741601078
"6188",20046,379,105065,86,"5/19/2008",2008,5,1,21,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,2.57863920996807,2863,2.86742098304593,-7,-0.7,49,0.49,2.4142143508492,2.55053362270861
"6189",20047,340,105065,197,"3/16/2009",2009,3,1,22,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,2.53147891704225,2915,2.82799176991356,-6,-0.6,36,0.36,2.4142143508492,2.43009658519768
"6190",20048,192,105065,249,"7/26/2010",2010,7,1,23,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,2.28330122870355,2827,2.79424661059169,-5,-0.5,25,0.25,2.4142143508492,2.32783630347798
"6191",20049,207,105065,249,"7/18/2011",2011,7,1,24,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,2.31597034545692,2635,2.75029900352051,-4,-0.4,16,0.16,2.4142143508492,2.24375277754952
"6192",20050,179,105065,284,"8/27/2012",2012,8,1,25,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,2.25285303097989,2419,2.72126118487531,-3,-0.3,9,0.09,2.4142143508492,2.17784600741229
"6193",20051,108,105065,507,"1/28/2013",2013,1,1,26,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,2.03342375548695,2132,2.69098626796801,-2,-0.2,4,0.04,2.4142143508492,2.13011599306629
"6194",20052,105,105065,548,"6/16/2014",2014,6,1,27,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,2.02118929906994,1812,2.66035581663426,-1,-0.1,1,0.01,2.4142143508492,2.10056273451153
"6195",20053,95,105065,535,"8/24/2015",2015,8,1,28,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,1.97772360528885,1525,2.6489440291467,0,0,0,0,2.4142143508492,2.089186231748
"6196",20054,121,105065,501,"4/25/2016",2016,4,1,29,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,2.08278537031645,1256,2.65461906279284,1,0.1,1,0.01,2.4142143508492,2.0959864847757
"6197",20055,190,105065,282,"10/23/2017",2017,10,1,30,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,2.27875360095283,989,2.64767086582772,2,0.2,4,0.04,2.4142143508492,2.12096349359464
"6198",20056,123,105065,466,"7/16/2018",2018,7,1,31,"12/30/1987","Tim","Smyczek","USA","USA","NoA",15,2.0899051114394,757,2.63472150560954,3,0.3,9,0.09,2.4142143508492,2.16411725820481
"6199",20133,1281,105074,3,"12/25/2006",2006,12,0,18,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,3.10754912974469,1792,3.06545833846481,-10,-1,100,1,2.32065446159405,2.97387812591436
"6200",20134,692,105074,24,"7/2/2007",2007,7,0,19,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,2.84010609445676,2343,2.98296877912089,-9,-0.9,81,0.81,2.32065446159405,2.77529803576462
"6201",20135,316,105074,112,"9/1/2008",2008,9,0,20,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,2.4996870826184,2697,2.91687138242638,-8,-0.8,64,0.64,2.32065446159405,2.60108244353457
"6202",20136,210,105074,361,"3/30/2009",2009,3,0,21,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,2.32221929473392,2863,2.86742098304593,-7,-0.7,49,0.49,2.32065446159405,2.45123134922421
"6203",20137,195,105074,262,"9/20/2010",2010,9,0,22,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,2.29003461136252,2915,2.82799176991356,-6,-0.6,36,0.36,2.32065446159405,2.32574475283354
"6204",20138,160,105074,313,"11/28/2011",2011,11,0,23,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,2.20411998265592,2827,2.79424661059169,-5,-0.5,25,0.25,2.32065446159405,2.22462265436257
"6205",20139,125,105074,432,"7/16/2012",2012,7,0,24,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,2.09691001300806,2635,2.75029900352051,-4,-0.4,16,0.16,2.32065446159405,2.14786505381129
"6206",20140,148,105074,363,"12/9/2013",2013,12,0,25,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,2.17026171539496,2419,2.72126118487531,-3,-0.3,9,0.09,2.32065446159405,2.0954719511797
"6207",20141,168,105074,312,"10/6/2014",2014,10,0,26,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,2.22530928172586,2132,2.69098626796801,-2,-0.2,4,0.04,2.32065446159405,2.0674433464678
"6208",20142,102,105074,520,"8/17/2015",2015,8,0,27,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,2.00860017176192,1812,2.66035581663426,-1,-0.1,1,0.01,2.32065446159405,2.0637792396756
"6209",20143,182,105074,299,"4/11/2016",2016,4,0,28,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,2.26007138798507,1525,2.6489440291467,0,0,0,0,2.32065446159405,2.08447963080309
"6210",20144,120,105074,457,"6/12/2017",2017,6,0,29,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,2.07918124604762,1256,2.65461906279284,1,0.1,1,0.01,2.32065446159405,2.12954451985027
"6211",20145,116,105074,488,"3/19/2018",2018,3,0,30,"1/14/1988","Ruben","Bemelmans","BEL","BEL","EU",13,2.06445798922692,989,2.64767086582772,2,0.2,4,0.04,2.32065446159405,2.19897390681714
"6212",20162,1431,105077,1,"11/1/2004",2004,11,0,16,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,3.15563963375978,340,3.13722255412608,-12,-1.2,144,1.44,2.22423444514546,3.39585680404315
"6213",20163,1466,105077,1,"3/21/2005",2005,3,0,17,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,3.16613397030511,999,3.11183573970775,-11,-1.1,121,1.21,2.22423444514546,3.15842696966424
"6214",20164,1024,105077,8,"6/12/2006",2006,6,0,18,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,3.01029995663981,1792,3.06545833846481,-10,-1,100,1,2.22423444514546,2.93730165640289
"6215",20165,739,105077,20,"10/8/2007",2007,10,0,19,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,2.86864443839483,2343,2.98296877912089,-9,-0.9,81,0.81,2.22423444514546,2.73248086425907
"6216",20166,628,105077,33,"6/9/2008",2008,6,0,20,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,2.7979596437372,2697,2.91687138242638,-8,-0.8,64,0.64,2.22423444514546,2.5439645932328
"6217",20167,324,105077,158,"8/3/2009",2009,8,0,21,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,2.51054501020661,2863,2.86742098304593,-7,-0.7,49,0.49,2.22423444514546,2.37175284332408
"6218",20168,140,105077,375,"6/14/2010",2010,6,0,22,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,2.14612803567824,2915,2.82799176991356,-6,-0.6,36,0.36,2.22423444514546,2.2158456145329
"6219",20169,84,105077,624,"9/12/2011",2011,9,0,23,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,1.92427928606188,2827,2.79424661059169,-5,-0.5,25,0.25,2.22423444514546,2.07624290685927
"6220",20170,49,105077,890,"10/1/2012",2012,10,0,24,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,1.69019608002851,2635,2.75029900352051,-4,-0.4,16,0.16,2.22423444514546,1.95294472030318
"6221",20171,72,105077,670,"10/14/2013",2013,10,0,25,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,1.85733249643127,2419,2.72126118487531,-3,-0.3,9,0.09,2.22423444514546,1.84595105486464
"6222",20172,87,105077,623,"2/17/2014",2014,2,0,26,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,1.93951925261862,2132,2.69098626796801,-2,-0.2,4,0.04,2.22423444514546,1.75526191054364
"6223",20173,61,105077,755,"1/12/2015",2015,1,0,27,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,1.78532983501077,1812,2.66035581663426,-1,-0.1,1,0.01,2.22423444514546,1.68087728734019
"6224",20174,33,105077,1330,"8/29/2016",2016,8,0,28,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,1.51851393987789,1525,2.6489440291467,0,0,0,0,2.22423444514546,1.62279718525428
"6225",20175,24,105077,1625,"4/10/2017",2017,4,0,29,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,1.38021124171161,1256,2.65461906279284,1,0.1,1,0.01,2.22423444514546,1.58102160428592
"6226",20176,41,105077,1065,"8/13/2018",2018,8,0,30,"1/17/1988","Albert","Ramos","ESP","ESP","EU",15,1.61278385671974,989,2.64767086582772,2,0.2,4,0.04,2.22423444514546,1.55555054443511
"6227",20308,1163,105095,4,"12/22/2003",2003,12,1,15,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,3.06557971472845,67,3.14836088588851,-13,-1.3,169,1.69,2.50888367659381,2.97350617388614
"6228",20309,1094,105095,5,"7/5/2004",2004,7,1,16,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,3.03901732199741,340,3.13722255412608,-12,-1.2,144,1.44,2.50888367659381,2.72157851913001
"6229",20310,307,105095,112,"6/20/2005",2005,6,1,17,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,2.48713837547719,999,3.11183573970775,-11,-1.1,121,1.21,2.50888367659381,2.51246595240514
"6230",20311,128,105095,337,"6/26/2006",2006,6,1,18,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,2.10720996964787,1792,3.06545833846481,-10,-1,100,1,2.50888367659381,2.34616847371154
"6231",20312,81,105095,514,"7/30/2007",2007,7,1,19,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,1.90848501887865,2343,2.98296877912089,-9,-0.9,81,0.81,2.50888367659381,2.22268608304921
"6232",20313,94,105095,485,"7/28/2008",2008,7,1,20,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,1.9731278535997,2697,2.91687138242638,-8,-0.8,64,0.64,2.50888367659381,2.14201878041813
"6233",20314,86,105095,723,"8/3/2009",2009,8,1,21,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,1.93449845124357,2863,2.86742098304593,-7,-0.7,49,0.49,2.50888367659381,2.10416656581832
"6234",20315,73,105095,655,"5/31/2010",2010,5,1,22,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,1.86332286012046,2915,2.82799176991356,-6,-0.6,36,0.36,2.50888367659381,2.10912943924978
"6235",20316,251,105095,193,"6/6/2011",2011,6,1,23,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,2.39967372148104,2827,2.79424661059169,-5,-0.5,25,0.25,2.50888367659381,2.1569074007125
"6236",20317,295,105095,157,"1/2/2012",2012,1,1,24,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,2.46982201597816,2635,2.75029900352051,-4,-0.4,16,0.16,2.50888367659381,2.24750045020648
"6237",20318,211,105095,227,"1/28/2013",2013,1,1,25,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,2.32428245529769,2419,2.72126118487531,-3,-0.3,9,0.09,2.50888367659381,2.38090858773173
"6238",20319,538,105095,62,"10/27/2014",2014,10,1,26,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,2.73078227566639,2132,2.69098626796801,-2,-0.2,4,0.04,2.50888367659381,2.55713181328824
"6239",20320,654,105095,40,"6/15/2015",2015,6,1,27,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,2.81557774832427,1812,2.66035581663426,-1,-0.1,1,0.01,2.50888367659381,2.77617012687601
"6240",20321,1756,105095,1,"4/11/2016",2016,4,1,28,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,3.24452451157008,1525,2.6489440291467,0,0,0,0,2.50888367659381,3.03802352849505
"6241",20322,1863,105095,1,"4/24/2017",2017,4,1,29,"2/14/1988","Evgeny","Korolev","KAZ","KAZ","AS",15,3.27021285489624,1256,2.65461906279284,1,0.1,1,0.01,2.50888367659381,3.34269201814535
"6242",20361,1177,105099,4,"9/25/2006",2006,9,1,18,"2/18/1988","Antonio","Veic","CRO","HRV","EU",11,3.07077646284343,1792,3.06545833846481,-10,-1,100,1,2.47989616459984,2.93639215777146
"6243",20362,717,105099,22,"6/25/2007",2007,6,1,19,"2/18/1988","Antonio","Veic","CRO","HRV","EU",11,2.8555191556678,2343,2.98296877912089,-9,-0.9,81,0.81,2.47989616459984,2.73433470161531
"6244",20363,321,105099,111,"5/26/2008",2008,5,1,20,"2/18/1988","Antonio","Veic","CRO","HRV","EU",11,2.50650503240487,2697,2.91687138242638,-8,-0.8,64,0.64,2.47989616459984,2.56853396734978
"6245",20364,224,105099,257,"8/10/2009",2009,8,1,21,"2/18/1988","Antonio","Veic","CRO","HRV","EU",11,2.35024801833416,2863,2.86742098304593,-7,-0.7,49,0.49,2.47989616459984,2.43898995497487
"6246",20365,183,105099,263,"6/14/2010",2010,6,1,22,"2/18/1988","Antonio","Veic","CRO","HRV","EU",11,2.26245108973043,2915,2.82799176991356,-6,-0.6,36,0.36,2.47989616459984,2.34570266449059
"6247",20366,189,105099,293,"6/6/2011",2011,6,1,23,"2/18/1988","Antonio","Veic","CRO","HRV","EU",11,2.27646180417324,2827,2.79424661059169,-5,-0.5,25,0.25,2.47989616459984,2.28867209589693
"6248",20367,137,105099,394,"9/10/2012",2012,9,1,24,"2/18/1988","Antonio","Veic","CRO","HRV","EU",11,2.13672056715641,2635,2.75029900352051,-4,-0.4,16,0.16,2.47989616459984,2.2678982491939
"6249",20368,186,105099,257,"8/12/2013",2013,8,1,25,"2/18/1988","Antonio","Veic","CRO","HRV","EU",11,2.26951294421792,2419,2.72126118487531,-3,-0.3,9,0.09,2.47989616459984,2.28338112438149
"6250",20369,235,105099,208,"11/24/2014",2014,11,1,26,"2/18/1988","Antonio","Veic","CRO","HRV","EU",11,2.37106786227174,2132,2.69098626796801,-2,-0.2,4,0.04,2.47989616459984,2.3351207214597
"6251",20370,255,105099,196,"4/13/2015",2015,4,1,27,"2/18/1988","Antonio","Veic","CRO","HRV","EU",11,2.40654018043396,1812,2.66035581663426,-1,-0.1,1,0.01,2.47989616459984,2.42311704042853
"6252",20371,593,105099,50,"5/23/2016",2016,5,1,28,"2/18/1988","Antonio","Veic","CRO","HRV","EU",11,2.77305469336426,1525,2.6489440291467,0,0,0,0,2.47989616459984,2.54737008128798
"6253",20507,1428,105116,1,"8/9/2004",2004,8,0,16,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,3.15472820744016,340,3.13722255412608,-12,-1.2,144,1.44,2.66463295191004,3.16619374578692
"6254",20508,877,105116,10,"5/16/2005",2005,5,0,17,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,2.94299959336604,999,3.11183573970775,-11,-1.1,121,1.21,2.66463295191004,2.96356709926969
"6255",20509,662,105116,28,"6/26/2006",2006,6,0,18,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,2.8208579894397,1792,3.06545833846481,-10,-1,100,1,2.66463295191004,2.79211576164183
"6256",20510,344,105116,100,"11/26/2007",2007,11,0,19,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,2.53655844257153,2343,2.98296877912089,-9,-0.9,81,0.81,2.66463295191004,2.65183973290332
"6257",20511,453,105116,64,"10/20/2008",2008,10,0,20,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,2.65609820201283,2697,2.91687138242638,-8,-0.8,64,0.64,2.66463295191004,2.54273901305417
"6258",20512,355,105116,163,"6/8/2009",2009,6,0,21,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,2.55022835305509,2863,2.86742098304593,-7,-0.7,49,0.49,2.66463295191004,2.46481360209438
"6259",20513,212,105116,218,"3/1/2010",2010,3,0,22,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,2.32633586092875,2915,2.82799176991356,-6,-0.6,36,0.36,2.66463295191004,2.41806350002396
"6260",20514,220,105116,231,"7/18/2011",2011,7,0,23,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,2.34242268082221,2827,2.79424661059169,-5,-0.5,25,0.25,2.66463295191004,2.40248870684289
"6261",20515,228,105116,210,"12/17/2012",2012,12,0,24,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,2.35793484700045,2635,2.75029900352051,-4,-0.4,16,0.16,2.66463295191004,2.41808922255118
"6262",20516,256,105116,179,"5/13/2013",2013,5,0,25,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,2.40823996531185,2419,2.72126118487531,-3,-0.3,9,0.09,2.66463295191004,2.46486504714883
"6263",20517,531,105116,61,"2/17/2014",2014,2,0,26,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,2.72509452108147,2132,2.69098626796801,-2,-0.2,4,0.04,2.66463295191004,2.54281618063583
"6264",20518,366,105116,123,"8/24/2015",2015,8,0,27,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,2.56348108539441,1812,2.66035581663426,-1,-0.1,1,0.01,2.66463295191004,2.6519426230122
"6265",20519,603,105116,47,"7/18/2016",2016,7,0,28,"3/8/1988","Dusan","Lojda","CZE","CZE","EU",14,2.78031731214015,1525,2.6489440291467,0,0,0,0,2.66463295191004,2.79224437427793
